Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
"Begtse, the lord of war from Tibetan and Mongolian Buddhism, and Sekhmet the sun goddess of war from ancient Egypt.
Is this game going to explore the many gods and goddesses of war all over the world? Well hey, not the direction I expected, I thought we'll be talking about when Faye's alive, but I'm in.",299,"藏蒙佛教的戰神貝格則和古埃及的太陽戰神塞赫美特。
這款遊戲是要探索世界各地的許多戰神嗎？好吧，嘿，不是我預期的方向，我以為我們會在 Faye 還活著的時候談論，但我進來了。",塞赫美特|古; 太陽|古; 戰神|古; 時候|活; 貝格|古,5,藏蒙 佛教 的 戰神 貝格 則 和 古 埃及 的 太陽 戰神 塞赫美特 || 好 吧 ， 嘿 ， 不 是 我 預期 的 方向 ， 我 以為 我們 會 在  Faye  還 活 著 的 時候 談論 ， 但 我 進來 了
22:30 CORYYY,300,22:30 科里耶,,0,
Close friends call her Faye,301,親密的朋友稱她為Faye,朋友|親密,1,親密 的 朋友 稱 她 為 Faye
This looks phenomenal,302,這看起來很驚人,,0,
She really fight beautifully.,303,她打架確實很漂亮。,,0,
Too bad they couldn't get Ice Cube to voice the cube.,304,太糟糕了，他們無法讓艾斯庫伯為立方體配音。,,0,
KAREN?! HUGHIE?!!!,305,凱倫？ ！休伊？ ！ ！ ！,,0,
"""Morty, we're going to Bendigo to get me Cube!""",306,“莫蒂，我們要去本迪戈給我拿立方體！”,,0,
"This is basically ""Alice In Wonderland"".",307,這基本上就是「愛麗絲夢遊仙境」。,,0,
"So this is the women who went toe to toe against thor and kratos

P.S: this reminds of the place Loki went after getting pruned by the tva, The Void.",308,"這就是那些與托爾和奎托斯針鋒相對的女人

P.S：這讓我想起Loki被tva修剪後去的地方，The Void。",奎托斯|針鋒相對; 女人|針鋒相對; 托爾|針鋒相對,3,這 就 是 那些 與 托爾 和 奎托斯 針鋒相對 的 女人
Daredevil left and she became a warrior in the nordic mythology... Peak character development,309,夜魔俠離開，她成為北歐神話中的戰士…人物發展巔峰,,0,
Press R2 Simulator,310,按R2模擬器,,0,
Oooooh I can hear David Jaffe freaking out now,311,哦哦，我現在可以聽到大衛傑夫嚇壞了,大衛傑夫|嚇壞,1,哦 哦 ， 我 現在 可以 聽到 大衛傑夫 嚇壞 了
If kratos knew what lufay is going through in the after life,312,如果奎托斯知道盧菲在來世正在經歷什麼,奎托斯|知道; 盧菲|知道,2,如果 奎托斯 知道 盧菲 在 來世 正在 經歷 什麼
It’s what Clara would’ve wanted.,313,這正是克拉拉想要的。,,0,
Yooooooooo......cant wait😢😢😢😢,314,嗚嗚嗚......等不及了😢😢😢😢,,0,
""" I don't give up "" - Laufey",315,「我不會放棄」—勞菲,,0,
GOW's Egypte introduction 💣💥,316,GOW的埃及文介紹💣💥,,0,
"Who remembers ""Chains of Olympus""?",317,誰還記得《奧林匹斯之鍊》？,奧林匹斯|記得; 鍊|記得,2,誰 還 記得 《 奧林匹斯 之 鍊 》
"So…that sword is Excalibur, right?",318,那麼……那把劍就是Excalibur，對吧？,劍|對,1,那麼 …… 那 把 劍 就 是 Excalibur ， 對 吧
She's wielding King Arthur's sword.,319,她揮舞著亞瑟王的劍。,,0,
How many well designed thoughtful character ideas got thrown out in favor of a CUBE... what are they smoking at the studio,320,有多少精心設計的深思熟慮的角色創意被立方體拋棄了……他們在工作室裡抽什麼煙,角色|精心; 設計|精心,2,有 多少 精心 設計 的 深思熟慮 的 角色 創意 被 立方體 拋棄 了 … … 他們 在 工作室 裡 抽 什麼 煙
Came a long way from being a receptionist at a law firm,321,從律師事務所的接待員一路走來,,0,
"voilà un jeu auquel je jouerais avec plaisir, merci à vous d'être aussi créatif. 🤩",322,這是一款我很樂意玩的遊戲，謝謝你的創意。 🤩,,0,
Genuinely I can see why Kratos fell in love with her,323,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
"Kratos was absolutely right, Faye does fight beautifully",324,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
"17:41 when he said ""line needed"" I felt it in my bones, absolute chills.",325,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
The sword using the ribbons as a wip was 🔥  🔥 🔥,326,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
"yes, i too watched the final finisher multiple times",327,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
Return of the double jump at last!!,328,二段跳終於回歸！ ！,,0,
"Megatron: ""GIVE ME THE CUBE BOI!!!!!!!!!!!!!!!""",329,威震天：“給我方塊 BOI!!!!!!!!!!!!!!!」,,0,
So we’re getting Tibetan and Egyptian gods now.,330,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
Athena is pulling the strings. I'm calling it.,331,雅典娜正在背後操縱。我正在呼喚它。,,0,
15:30 The boys season 5 was so bad it turned Huey into a cube 💀,332,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
Looks like jumping is back on the menu boyz.,333,看起來跳躍又回到了男孩的菜單上。,,0,
Thank you santa Monica,334,謝謝你聖莫尼卡,,0,
"""did that cube just talk!?""",335,“那個立方體剛剛會說話嗎！？”,,0,
19:14 feeling jealous that Kratos couldn't have this typa stunts,336,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
21:57 my mind and soul ascend every time I hear this part of the theme,337,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
This game looks great!!!!!!!,338,這遊戲看起來很棒啊！ ！ ！ ！ ！ ！ ！,遊戲|棒,1,這 遊戲 看起來 很 棒 啊
This attracted two extra fandoms,339,這吸引了兩個額外的粉絲,,0,
"Finally, a game with Mom air-combos",340,最後，和媽媽一起玩空中連擊,,0,
The devs/3D designers didn't delete the default cube,341,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
The Jelly Cube though,342,果凍立方體雖然,,0,
"Her combat is gorgeous, I can't wait",343,她的戰鬥太精彩了，我等不及了,,0,
Faye is JUMPING! - air combos are sensational,344,菲伊在跳躍！ - 空中連擊非常棒,,0,
Her leg kicks are crazy😯,345,她的腿踢太瘋狂了😯,腿|瘋狂,1,她 的 腿 踢 太 瘋狂 了 😯
6:32 very convenient way to hide the impossibility of putting that armor on by herself 😂,346,6:32 隱藏自己無法穿上盔甲的非常方便的方法😂,方法|方便; 盔甲|方便,2,6:32  隱藏 自己 無法 穿上 盔甲 的 非常 方便 的 方法 😂
She is like young kratos double jump and attacking in air,347,她就像年輕的奎托斯二段跳並在空中攻擊,奎托斯|年輕,1,她 就 像 年輕 的 奎托斯 二 段 跳 並 在 空中 攻擊
18:14 I HAVE THE POWER,348,18:14 我有能力,,0,
Starting to think this could be the gameplay mechanics they're implementing into the Greek trilogy remakes,349,開始認為這可能是他們在希臘三部曲重製版中實施的遊戲機制,,0,
comments filled with bots,350,評論充滿了機器人,,0,
"It's Rimuru As Cube ,He can literally solos the Afterlife but he chose to guide Her🗿",351,這是 Rimuru As Cube，他確實可以獨奏來世，但他選擇引導她🗿,,0,
The moment she woke up I recognized Karen Page. Kinda uncanny how much accurate they made her face. It looks like Deborah ann wolf's face put on someone else,352,她一醒來我就認出了凱倫·佩奇。他們把她的臉畫得如此準確，有點不可思議。看起來黛博拉·安·沃爾夫的臉換到了別人身上,凱倫|醒來; 畫|準確; 臉|準確,3,她 一 醒來 我 就 認出 了 凱倫 · 佩奇 || 他們 把 她 的 臉 畫 得 如此 準確 ， 有點 不可思議
"All the fans: we want kratos fighting the egyptian gods!
Devs : best I can do is a cube….",353,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
rip kratos,354,瑞普奎托斯,,0,
"7:09 : Calling all auto bots ,the cube has been found",355,7:09：呼叫所有汽車機器人，立方體已找到,,0,
This heavenly swords sequal looks great👌🏻,356,這部倚天劍續集看起來很棒👌🏻,倚天劍|棒; 續集|棒,2,這 部 倚天劍 續集 看起來 很 棒 👌 🏻
"1:08 “Find your way home, you are free” 
Thats all I needed to hear, Let’s gooooo!",357,"1:08 “找到回家的路，你自由了”
這就是我所需要聽到的，讓我們走吧！",路|自由,1,1:08  “ 找到 回家 的 路 ， 你 自由 了 ”
finally a santa monica’s thing that can jump,358,終於出現了聖莫尼卡能跳的東西,聖莫尼卡|出現,1,終於 出現 了 聖莫尼卡 能 跳 的 東西
"Before time began... there was, the cube",359,在時間開始之前...有，立方體,,0,
the cube....,360,立方體....,,0,
Mom of War...,361,戰爭媽媽...,,0,
She hit that npc with the Dr. Strange. Now I see how she was able to fight Thor. Very excited for this.,362,她和奇異博士一起擊中了那個npc。現在我知道她是如何與托爾戰鬥的了。對此感到非常興奮。,博士|奇異; 托爾|知道,2,她 和 奇異 博士 一起 擊中 了 那 個 npc || 現在 我 知道 她 是 如何 與 托爾 戰鬥 的 了
"Since this is the afterlife of the gods, there could be a solid chance we could see gods from the Greek pantheon, considering Mongolian gods are also present",363,由於這是諸神的來世，考慮到蒙古諸神也存在，我們很有可能看到希臘萬神殿中的諸神,,0,
Now imagine if we got Wonder Woman game like this. It'd be quite revolutionary for the Wonder Woman series as a whole.,364,現在想像一下，如果我們有這樣的《神力女超人》遊戲。對於整個神力女超人系列來說，這將是相當革命性的。,女|這樣; 神力|這樣; 超人|這樣; 革命性|相當,4,現在 想像 一下 ， 如果 我們 有 這樣 的 《 神力 女 超人 》 遊戲 || 對於 整 個 神力 女 超人 系列 來 說 ， 這 將 是 相當 革命性 的
Its even crazy hughie is the cube from the boys 😂😂😂,365,更瘋狂的休伊是男孩們的立方體😂😂😂,們|瘋狂; 男孩|瘋狂,2,更 瘋狂 的 休伊 是 男孩 們 的 立方體 😂 😂 😂
"Jack Quaid went from The Boys, to the Cube.",366,傑克·奎德從男孩們轉到了立方體。,,0,
19:46 Sigrun would be so proud of that drag through the mud,367,19:46 Sigrun 會為拖過泥濘而感到自豪,泥濘|感到; 泥濘|自豪,2,19:46  Sigrun   會 為 拖過 泥濘 而 感到 自豪
The aerial combat is back!,368,空戰又回來了！,,0,
Before time began there was…. *THE CUBE*,369,在時間開始之前有… *立方體*,,0,
"""Find (Fight) your way home...""",370,「找到（戰鬥）回家的路…」,,0,
Wait till Kratos hears about this...,371,等到奎托斯聽到這件事…,,0,
The cube 😭😭😭,372,立方體啊啊啊啊啊啊啊啊啊,,0,
OI HUGHIEEEEE,373,OI 休吉伊,,0,
Those who find this amazing have probably never played Devil May Cry 5?,374,覺得這神奇的人大概沒玩過《鬼泣5》吧？,人|神奇; 人|覺得,2,覺得 這 神奇 的 人 大概 沒 玩 過 《 鬼泣 5 》 吧
"Now I know why there was PS5s at the end of The Boys finale.

Clever marketing.",375,"現在我知道為什麼《男孩》結局裡有 PS5 了。

巧妙的營銷。",男孩|知道; 結局|知道,2,現在 我 知道 為什麼 《 男孩 》 結局 裡 有  PS5  了
15:02 Oi Hughie is that you?,376,15:02 Oi Hughie 是你嗎？,,0,
If Zeus appears in this afterlife of the Gods: Zeus. ZEUS!!!,377,如果宙斯出現在眾神的來世：宙斯。宙斯！ ！ ！,宙斯|出現; 神|出現,2,如果 宙斯 出現 在 眾 神 的 來世 ： 宙斯
ANOTHER ONE FOR THE CONCORDIA PROPHECY,378,康考迪亞預言的另一則預言,,0,
"""R2"" button is sure used a lot",379,“R2”按鈕肯定用得很多,按鈕|很多; 按鈕|肯定,2,“R2” 按鈕 肯定 用 得 很多
"Oi, Hughie 14:10",380,愛休吉 14:10,,0,
"kratos : find you way out
faye : but you already came out
kratos : .....",381,"奎托斯：為你找到出路
王菲：但你已經出來了
奎托斯：…",,0,
"213,000 dislikes, bro, it's insane that they're continuing with this.",382,"213,000 個不喜歡，兄弟，他們繼續這樣做真是太瘋狂了。",兄弟|喜歡; 兄弟|這樣,2,"213,000   個 不 喜歡 ， 兄弟 ， 他們 繼續 這樣 做 真是 太 瘋狂 了"
"18:21 Astral projection, like Dr Strange was pretty sick",383,18:21 星體投射，就像奇異博士病得很厲害一樣,博士|一樣; 博士|厲害; 博士|奇異; 博士|病,4,18:21  星體 投射 ， 就 像 奇異 博士 病 得 很 厲害 一樣
13:33 Got locked up like Zazu.,384,13:33 像札祖一樣被關起來。,,0,
16:34 this soundtrack...,385,16:34 這首配樂...,,0,
bro this gave me mad goosebumps,386,兄弟，這讓我起雞皮疙瘩,,0,
Do these devs even try....? what's next Aunt of War? Granpa of War? just get a new francize out and stop milking this for the gullible people.,387,這些開發人員是否嘗試過…？戰爭阿姨接下來是什麼？戰爭爺爺？只要拿出一個新的法蘭西斯，別再為那些容易上當的人榨取利益了。,人|上當; 人|容易; 利益|上當; 利益|容易; 法蘭西斯|新,5,只要 拿出 一 個 新 的 法蘭西斯 ， 別 再 為 那些 容易 上當 的 人 榨取 利益 了
I mean I’m excited dont get me wrong. But when are we getting GOW America where Kratos takes on the American Pantheon,388,我的意思是我很興奮，別誤會我的意思。但我們什麼時候才能看到奎托斯挑戰美國萬神殿的 GOW America,意思|興奮; 意思|誤會,2,我 的 意思 是 我 很 興奮 ， 別 誤會 我 的 意思
This game will be the absolute peak,389,這場比賽將是絕對的巔峰,,0,
The armor she collected from the rotten corpse is supposed to smell very bad,390,她從腐爛的屍體上收集的盔甲應該聞起來很難聞,屍體|腐爛; 盔甲|難聞,2,她 從 腐爛 的 屍體 上 收集 的 盔甲 應該 聞起來 很 難聞
This looks GORGEOUS,391,這看起來很漂亮,,0,
"The combat system in GoW Laufey is similar to the one in the Greek saga, where Laufey simply jumps across the battlefield, performs double jumps, and rolls.
I am eagerly awaiting its release.",392,"《GoW Laufey》的戰鬥系統與希臘傳奇中的戰鬥系統類似，Laufey 只是簡單地跳躍穿過戰場，進行二段跳和翻滾。
我熱切地等待它的發布。",戰場|簡單,1,《 GoW  Laufey 》 的 戰鬥 系統 與 希臘 傳奇 中 的 戰鬥 系統 類似 ， Laufey   只是 簡單 地 跳躍 穿過 戰場 ， 進行 二 段 跳 和 翻滾
I only want to know when it's coming to PC so I can pre order,393,我只想知道它何時登陸 PC，以便我可以預訂,,0,
If this takes place in the afterlife I guarantee Brok will be in this game.,394,如果這件事發生在來世，我保證布洛克會出現在這場比賽中。,布洛克|出現; 比賽|出現,2,如果 這 件 事 發生 在 來世 ， 我 保證 布洛克 會 出現 在 這 場 比賽 中
Man.. i wanna play this so bad... Pls release soon,395,夥計..我太想玩這個了...請盡快發布,,0,
"2019-2026: oi Hughie 
2027:oi cube",396,"2019-2026：愛休吉
2027：愛立方",,0,
I hope they this franchise goes on forever even if nothing makes any sense,397,我希望他們這個系列能夠永遠持續下去，即使沒有任何意義,系列|希望,1,我 希望 他們 這 個 系列 能夠 永遠 持續 下去 ， 即使 沒有 任何 意義
Can’t wait.,398,等不及了。,,0,
They are about to find out the pain of Assassin’s creed fans 😂😂😂,399,他們即將發現刺客教條粉絲的痛苦😂😂😂,刺客|痛苦; 教條|痛苦; 粉絲|痛苦,3,他們 即將 發現 刺客 教條 粉絲 的 痛苦 😂 😂 😂
Mom of war,400,戰爭之母,,0,
Is she fighting a hologram?,401,她在與全息圖戰鬥嗎？,,0,
Hughie turns into a cube The Boys season finale,402,休吉變成了一個立方體男孩季結局,,0,
"Wow, this looks awesome!",403,哇，這看起來棒極了！,,0,
Frank the cube cutely wadaling over to him watching,404,立方體弗蘭克可愛地走到他身邊觀看,弗蘭克|可愛; 立方體|可愛,2,立方體 弗蘭克 可愛 地 走到 他 身邊 觀看
It already looks like game of the year to me wow,405,對我來說，它已經像是年度最佳遊戲了哇,,0,
414k to 217k like to dislike ratio btw,406,順便說一句，414k 到 217k 喜歡與不喜歡的比率,比率|喜歡,1,順便 說 一 句 ， 414 k  到  217 k  喜歡 與 不 喜歡 的 比率
Only on woman station 5 !!,407,僅限女性站5！,,0,
"There's just something about a malevolent, demonic entity getting decked by a cube named Frank that just sends me everytime😂",408,一個邪惡的惡魔實體被一個名叫弗蘭克的立方體裝飾，每次都會發給我😂,實體|邪惡; 惡魔|邪惡,2,一 個 邪惡 的 惡魔 實體 被 一 個 名叫 弗蘭克 的 立方體 裝飾 ， 每 次 都 會 發給 我 😂
"Say whatever you want about this game. I want to see two things, the return of Thor as a playable character and the return of Greek gods and weapons.",409,對於這個遊戲，你想說什麼就說什麼吧。我想看到兩件事，托爾作為可玩角色的回歸以及希臘諸神和武器的回歸。,,0,
THIS IS FKN PEAK I CANT WAITTTTT,410,這就是高峰，我等不及了,,0,
I know every laufey fan would play this game with their Laufey albums on the ready,411,我知道每個勞菲粉絲都會在準備好勞菲專輯的情況下玩這款遊戲,勞菲|知道; 粉絲|知道,2,我 知道 每 個 勞菲 粉絲 都 會 在 準備好 勞菲 專輯 的 情況 下 玩 這 款 遊戲
Rest in peace to her ops,412,願她的行動安息,行動|安息; 行動|願,2,願 她 的 行動 安息
"Bro the pyshics team cooked, geezz",413,兄弟，物理團隊煮熟了，天啊,,0,
Lemme guess she's going to be stronger than Kratos himself.,414,讓我猜她會比奎托斯本人更強。,奎托斯|強,1,讓 我 猜 她 會 比 奎托斯 本人 更 強
So that’s where my Nintendo Game Cube went.,415,這就是我的任天堂遊戲立方體的去處。,,0,
I hope we meet the Greek pantheon and the Norse pantheon in this game.,416,我希望我們能在這款遊戲中遇見希臘萬神殿和北歐萬神殿。,,0,
"I'm the biggest fan out there since the og Gow on ps2....only reason why I always own a ps
This is gonna be epic!
Sorry haters",417,"自從 PS2 上的 og Gow 以來，我是最大的粉絲......這是我總是擁有 PS 的唯一原因
這將是史詩般的！
對不起討厭的人",人|討厭; 粉絲|大,2,自從  PS2  上 的  og  Gow  以來 ， 我 是 最 大 的 粉絲 ...... 這 是 我 總是 擁有  PS  的 唯一 原因 || 對不起 討厭 的 人
This looks incredible,418,這看起來不可思議,,0,
This game is so unbelievably cold oh my lord,419,這遊戲太冷了哦天哪,遊戲|冷,1,這 遊戲 太 冷 了 哦 天 哪
So... Rest in peace is mean... Start to fight to begin,420,所以...安息是卑鄙的...開始戰鬥開始,,0,
Oh we are so back,421,噢，我們回來了,,0,
INCREDIBLE 🔥,422,難以置信🔥,,0,
"Sony should keep the main thing, the main thing.",423,索尼應該保留主要的東西，主要的東西。,,0,
Cory looks high AF,424,科里 AF 看起來很高,科里|高,1,科里  AF  看起來 很 高
"Setting: High fantasy, realm of gods, impossible movement.
Name: Frank spelled (Phranque)
Looks like Sony really put their best minds to work",425,"設定：高度奇幻、神界、不可能的動作。
姓名：弗蘭克·斯佩爾特（Phranque）
看來索尼真的用盡全力了",,0,
Her eyes are so puffy. Seems the after life is ruff.,426,她的眼睛好腫。看來以後的生活很糟。,生活|糟; 眼睛|腫,2,她 的 眼睛 好 腫 || 看來 以後 的 生活 很 糟
"IT LOOK FIREEEE
IMAGINE NEXT GOW WHEN LAUFEY WILL COMEBACK",427,"看起來很消防員
想像勞菲下次回歸時的情景",勞菲|想像,1,想像 勞菲 下 次 回歸 時 的 情景
Here we go boys time for another game cracking,428,孩子們，我們開始玩另一場遊戲了,,0,
that outro was tough,429,那個結局很難,結局|難,1,那 個 結局 很 難
Just as ruthless as kratos I’m so hyped for this game,430,就像奎托斯一樣無情，我對這款遊戲非常興奮,奎托斯|無情; 遊戲|興奮,2,就 像 奎托斯 一樣 無情 ， 我 對 這 款 遊戲 非常 興奮
what's up with blender's default cube?,431,攪拌機的預設立方體是怎麼回事？,,0,
The game looks phenomenal,432,遊戲看起來很驚人,遊戲|驚人,1,遊戲 看起來 很 驚人
I’m all for this🙌,433,我都是為了這個🙌,,0,
2:25 Laufey enters the GoW series through the PS2 loading screen.,434,2:25 Laufey 透過 PS2 載入畫面進入 GoW 系列。,,0,
🔥,435,🔥,,0,
"400K likes VS 200K dislikes atm. I don't know about this game thb, not criticizing the choice of exploring Laufey's life but why not make it a DLC of the main games ? Generally speaking, I dont think we have enough reason to ""care"" about Laufey, most of us would rather have the next real game than this",436,400K 喜歡 VS 200K 不喜歡 ATM。我不知道這個遊戲，不是批評探索 Laufey 生活的選擇，但為什麼不把它作為主遊戲的 DLC 呢？總的來說，我認為我們沒有足夠的理由「關心」勞菲，我們大多數人寧願擁有下一場真正的比賽而不是這個,400K |喜歡; 人|寧願; 勞菲|寧願; 勞菲|關心; 理由|足夠; 理由|關心; 遊戲|知道,7,400K  喜歡  VS 200K  不 喜歡  ATM || 我 不 知道 這 個 遊戲 ， 不 是 批評 探索  Laufey   生活 的 選擇 ， 但 為什麼 不 把 它 作為 主 遊戲 的  DLC  呢 || 總的來說 ， 我 認為 我們 沒有 足夠 的 理由 「 關心 」 勞菲 ， 我們 大多數 人 寧願 擁有 下 一 場 真正 的 比賽 而 不 是 這 個
I need to play that game 😮,437,我需要玩那個遊戲😮,遊戲|需要,1,我 需要 玩 那 個 遊戲 😮
i want to see the battle between sehkmet and laufey!!!!,438,我想看sehkmet和laufey之間的戰鬥！ ！ ！ ！,,0,
Just as furious and angry as her husband,439,和她的丈夫一樣憤怒和憤怒,丈夫|一樣; 丈夫|憤怒,2,和 她 的 丈夫 一樣 憤怒 和 憤怒
She's literally A nophono character.,440,她確實是一個nophono角色。,,0,
Hughie can see actual Scorched Earth now,441,休伊現在可以看到真正的焦土了,,0,
I don't understand...How can someone who actually loves games as a medium not like this one. It's beyond me.,442,我不明白......真正熱愛遊戲作為媒介的人怎麼會不喜歡這個。這超出了我的範圍。,人|喜歡; 遊戲|明白,2,我 不 明白 ...... 真正 熱愛 遊戲 作為 媒介 的 人 怎麼 會 不 喜歡 這 個
The combat in this game looks freaking next level,443,這款遊戲的戰鬥看起來更上一層樓,,0,
wow this looks sick,444,哇，這看起來很噁心,,0,
"Porra a sony ta ficando maluca ,se não bastasse rescucitar a difunta ainda botam esse cubo ridiculo .",445,媽的，索尼快瘋了，還不夠起死回生，還推出這個荒唐的魔術方塊。,方塊|荒唐; 索尼|瘋; 魔術|荒唐,3,媽的 ， 索尼 快 瘋 了 ， 還 不 夠 起死回生 ， 還 推出 這 個 荒唐 的 魔術 方塊
Epic,446,史詩,,0,
The unshowered mad ash about ts,447,關於 ts 的未淋浴的瘋狂灰燼,灰燼|瘋狂,1,關於  ts  的 未 淋浴 的 瘋狂 灰燼
Dude im crying at 8:18 what did they do to her 😭,448,老兄，我在 8 點 18 分哭了，他們對她做了什麼？,,0,
This ribbon cube lor is gonna go dummy crazy,449,這個絲帶立方體會變得瘋狂,絲帶|瘋狂; 絲帶|變,2,這 個 絲帶 立方體 會 變 得 瘋狂
FINALLY! Heavenly Sword 2! 🎉😊,450,最後！倚天劍2！ 🎉😊,,0,
It's funny watching what Phranque is doing on the battlefield with his cheap shots 😂.,451,看著弗蘭克在戰場上用他的廉價鏡頭所做的事情很有趣😂。,事情|廉價; 事情|有趣; 戰場|廉價; 鏡頭|廉價,4,看 著 弗蘭克 在 戰場 上 用 他 的 廉價 鏡頭 所 做 的 事情 很 有趣 😂
"Just like since GOW3, I can't wait to play it on YouTube.",452,就像自 GOW3 以來一樣，我迫不及待地想在 YouTube 上播放它。,,0,
This looks awesome,453,這看起來棒極了,,0,
I was hoping for a prequel of her and how she ends up fighting thor,454,我希望有她的前傳以及她最終如何與雷神戰鬥,前傳|希望,1,我 希望 有 她 的 前傳 以及 她 最終 如何 與 雷神 戰鬥
I'm here for Jack Cubeaid.,455,我是來找傑克·庫貝德的。,,0,
"""Did I mention her best friend is a talking cube??""",456,“我有沒有提到她最好的朋友是一個會說話的立方體？”,朋友|好,1,“ 我 有沒有 提到 她 最 好 的 朋友 是 一 個 會 說話 的 立方體
This game’s gonna be different…🔥,457,這個遊戲將會有所不同......🔥,遊戲|不同,1,這 個 遊戲 將 會 有所 不同 ......🔥
Kratos knew something,458,奎托斯知道一些事情,事情|知道; 奎托斯|知道,2,奎托斯 知道 一些 事情
Need the old play style like ps2 GOW,459,需要像ps2 GOW這樣的舊遊戲風格,遊戲|舊; 遊戲|這樣; 風格|舊; 風格|這樣,4,需要 像 ps2  GOW 這樣 的 舊 遊戲 風格
"what a crossover, karen paige and superman? that is diabolical!",460,凱倫佩奇和超人是怎樣的交叉？這太邪惡了！,凱倫佩奇|怎樣; 超人|交叉; 超人|怎樣,3,凱倫佩奇 和 超人 是 怎樣 的 交叉
"Looks kinda cool, hate the cube and the dialogue.",461,看起來有點酷，討厭立方體和對話。,對話|討厭; 對話|酷; 立方體|討厭; 立方體|酷,4,看起來 有點 酷 ， 討厭 立方體 和 對話
Shawty can’t even rest in peace 💀,462,肖蒂根本無法安息💀,肖蒂|安息,1,肖蒂 根本 無法 安息 💀
Millions of dollars were spent on making this.,463,製作這個花費了數百萬美元。,,0,
The fact the 6 7 joke with 6.7 million views isn't bad enough,464,擁有 670 萬次觀看次數的 6 7 笑話還不夠糟糕,笑話|糟糕,1,擁有  670 萬 次 觀看 次數 的  6 7  笑話 還 不 夠 糟糕
I want to pet the kitty,465,我想撫摸小貓,貓|小,1,我 想 撫摸 小 貓
This series is suffering from 'too many sidekicks/added characters' syndrome,466,該系列正遭受“太多夥伴/添加角色”綜合症的困擾,,0,
Cool mythological name: FRANK! 🎉🎉🎉,467,酷炫的神話名字：弗蘭克！ 🎉🎉🎉,名字|炫; 名字|酷; 神話|炫; 神話|酷,4,酷 炫 的 神話 名字 ： 弗蘭克
The skyscraper’s causing vertigo🎶,468,摩天大樓讓人眩暈🎶,人|眩暈; 摩天大樓|眩暈,2,摩天大樓 讓 人 眩暈 🎶
Karen Page from Daredevil!,469,《夜魔俠》中的凱倫佩奇！,,0,
That Big guy is easy target for Kratos,470,那個大個子很容易成為奎托斯的目標,大個子|容易; 奎托斯|容易; 目標|容易,3,那 個 大個子 很 容易 成為 奎托斯 的 目標
Rip you are free now😂,471,瑞普你現在自由了😂,瑞普|自由,1,瑞普 你 現在 自由 了 😂
Yes I would like a cheese burger no cheese no burger.,472,是的，我想要一個起司漢堡，沒有起司，沒有漢堡。,,0,
Pls BRING FAYE BACK TO LIFE!!!!,473,請讓 FAYE 復活！ ！ ！ ！,,0,
What in the millennial writing is that cube.,474,在千禧年的寫作中，那個正方體就是什麼。,,0,
oh this is fire 🔥🔥🔥,475,哦，這就是火🔥🔥🔥,,0,
"Sony - ""Boy"" ""Cube""

Nintendo - Gameboy Gamecube",476,"索尼-“男孩”“立方體”

任天堂 - Gameboy Gamecube",,0,
Heavenly Sword remake lets gooooooooooo!!!,477,倚天劍重製版，加油！ ！ ！,,0,
"2018: boy 
2026: hello karen",478,"2018：男孩
2026：你好凱倫",凱倫|好,1,2026 ： 你 好 凱倫
Kratos is doing side missions and whatnot while Faye is fighting for her afterlife,479,奎托斯正在做支線任務之類的，而費耶正在為她的來世而戰,,0,
